Name,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. throws,Skills,Weaknesses,Resistances,Damage Immunities,Condition Immunities,Senses,Languages,CR,Features,Source
Giant Snapping Turtle,Large,beast,unaligned,17,75,"30 ft., swim 40 ft.",19,10,14,2,12,5,,,,,,,Darkvision 60,,3,"Amphibious, Stable",Tomb of Annihilation
Giant Strider,Large,monstrosity,neutral evil,14,22,50 ft.,18,13,14,4,12,6,,,,,fire,,,,1,Fire Absorption,Volo's Guide to Monsters
Giant Subterranean Lizard,Huge,beast,unaligned,14,66,"30 ft., swim 50 ft.",21,9,17,2,10,7,,Stealth,,,,,,,4,,Tales from the Yawning Portal
"Giant, Cloud",Huge,giant,neutral,14,200,40 ft.,27,10,22,12,16,16,"Con, Wis, Cha","Insight, Perception",,,,,,"Common, Giant",9,"Keen Smell, Innate Spellcasting",Monster Manual
"Giant, Cloud, Smiling One",Huge,"giant (giant, cloud)",chaotic neutral,15,262,40 ft.,26,12,22,15,16,17,"Con, Int, Cha","Deception, Insight, Perception, Sleight of Hand",,,,,,"Common, Giant",11,"INnate Spellcasting, Normal Spellcasting, Keen Smell",Volo's Guide to Monsters
"Giant, Fire",Huge,giant,lawful evil,18,162,30 ft.,25,9,23,10,14,13,"Dex, Con, Cha","Athletics, Perception",,,fire,,,Giant,9,,Monster Manual
"Giant, Fire, Dreadnought",Huge,"giant (giant, fire)",lawful evil,21,187,30 ft.,27,9,23,8,10,11,"Dex, Con, Cha","Athletics, Perception",,,fire,,,Giant,14,Dual Shields,Volo's Guide to Monsters
"Giant, Frost",Huge,giant,neutral evil,15,138,40 ft.,23,9,21,9,10,12,"Con, Wis, Cha","Athletics, Perception",,,cold,,,Giant,8,,Monster Manual
"Giant, Frost, Everlasting One",Huge,"giant (giant, frost)",chotic evil,15,189,40 ft.,25,9,24,9,10,12,"Str, Con, Wis","Athletics, Perception",,,cold,,Darkvision 60,Giant,12,"Extra Heads, Regeneration, Vaprak's Rage",Volo's Guide to Monsters
"Giant, Hill",Huge,giant,chotic evil,13,105,40 ft.,21,8,19,5,9,6,,Perception,,,,,,Giant,5,,Monster Manual
"Giant, Hill, Mouth of Grolantor",Huge,"giant (giant, hill)",chotic evil,14,105,50 ft.,21,10,18,5,7,5,,Perception,,,,frightened,,Giant,6,Mouth of Madness,Volo's Guide to Monsters
"Giant, Stone",Huge,giant,neutral,17,126,40 ft.,23,15,20,10,12,9,"Dex, Con, Wis","Athletics, Perception",,,,,Darkvision 60,Giant,7,Stone Camouflage,Monster Manual
"Giant, Stone, Dreamwalker",Huge,"giant (giant, stone)",chaotic neutral,18,161,40 ft.,23,14,21,10,8,12,"Dex, Con, Wis","Athletics, Perception",,,,"charmed, frightened",Darkvision 60,"Common, Giant",10,Dreamwalker's Charm,Volo's Guide to Monsters
"Giant, Storm",Huge,giant,chaotic good,16,230,"50 ft., swim 50 ft.",29,14,20,16,18,18,"Str, Con, Wis, Cha","Arcana, Athletics, History, Perception",,cold,"lightning, thunder",,,"Common, Giant",13,"Amphibious, Innate Spellcasting",Monster Manual
"Giant, Storm, Quintessent",Huge,"giant (giant, storm)",chaotic good,12,230,"50 ft., fly 50 ft., swim 50 ft.",29,14,20,17,20,19,"Str, Con, Wis, Cha","Arcana, History, Perception",,"cold, nonmagical","lightning, thunder",,Truesight 60,"Common, Giant",16,"Amphibious, Legendary",Volo's Guide to Monsters
Gibbering Mouther,Medium,aberration,neutral,9,67,"10 ft., swim 10 ft.",10,8,16,3,10,6,,,,,,prone,Darkvision 60,,2,"Aberrant Ground, Gibbering",Monster Manual
Giff,Medium,humanoid,lawful neutral,16,60,30 ft.,18,14,17,11,12,12,,,,,,,,Common,3,"Headfirst Charge, Firearms Knowledge",Mordenkainen's Tome of Foes
Girallon,Large,monstrosity,unaligned,13,59,"40 ft., climb 40 ft.",18,16,16,5,12,7,,"Perception, Stealth",,,,,Darkvision 60,,4,"Aggressive, Keen Smell",Volo's Guide to Monsters
Githyanki Gish,Medium,humanoid (gith),lawful evil,17,123,30 ft.,17,15,14,16,15,16,"Con, Int, Wis","Insight, Perception, Stealth",,,,,,Own,10,"Innate Spellcasting (Psionics), Normal Spellcasting, War Magic",Mordenkainen's Tome of Foes
Githyanki Kith'Rak,Medium,humanoid (gith),lawful evil,18,180,30 ft.,18,16,17,16,15,17,"Con, Int, Wis","Intimidation, Perception",,,,,,Own,12,"Innate Spellcasting (Psionics), Rally the Troops",Mordenkainen's Tome of Foes
Githyanki Knight,Medium,humanoid,lawful evil,18,91,30 ft.,16,14,15,14,14,15,"Con, Int, Wis",,,,,,,Own,8,Innate Spellcasting,Monster Manual
Githyanki Supreme Commander,Medium,humanoid (gith),lawful evil,18,187,30 ft.,19,17,18,16,16,18,"Con, Int, Wis","Insight, Intimidation, Perception",,,,,,Own,14,"Innate Spellcasting (Psionics), Legendary",Mordenkainen's Tome of Foes
Githyanki Warrior,Medium,humanoid,lawful evil,17,49,30 ft.,15,14,12,13,13,10,"Con, Int, Wis",,,,,,,Own,3,Innate Spellcasting,Monster Manual
Githzerai Anarch,Medium,humanoid (gith),lawful neutral,20,144,30 ft.,16,21,18,18,20,14,"Str, Dex, Int, Wis","Arcana, Insight, Perception",,,,,,Own,16,"Innate Spellcasting (Psionics), Psychic Defense, Lair, Legendary",Mordenkainen's Tome of Foes
Githzerai Enlightened,Medium,humanoid (gith),lawful neutral,18,112,30 ft.,14,19,16,17,19,13,"Str, Dex, Int, Wis","Arcana, Insight, Perception",,,,,,Own,10,"Innate Spellcasting (Psionics), Psychic Defense",Mordenkainen's Tome of Foes
Githzerai Monk,Medium,humanoid,lawful neutral,14,38,30 ft.,12,15,12,13,14,10,"Str, Dex, Int, Wis","Insight, Perception",,,,,,Own,2,"Innate Spellcasting (Psionics), Psychic Defense",Monster Manual
Githzerai Zerth,Medium,humanoid,lawful neutral,17,84,30 ft.,13,18,15,16,17,12,"Str, Dex, Int, Wis","Arcana, Insight, Perception",,,,,,Own,6,"Innate Spellcasting, Psychic Defense",Monster Manual
Gnoll,Medium,humanoid,chotic evil,15,22,30 ft.,14,12,11,6,10,7,,,,,,,Darkvision 60,Gnoll,2-Jan,Rampage,Monster Manual
Gnoll Fang of Yeenoghu,Medium,humanoid,chotic evil,14,65,30 ft.,17,15,15,10,11,13,"Con, Wis, Cha",,,,,,Darkvision 60,"Abyssal, Gnoll",4,Rampage,Monster Manual
Gnoll Flesh Gnawer,Medium,humanoid (gnoll),chotic evil,14,22,30 ft.,12,14,12,8,10,8,Dex,,,,,,Darkvision 60,Gnoll,1,Rampage,Volo's Guide to Monsters
Gnoll Hunter,Medium,humanoid (gnoll),chotic evil,13,22,30 ft.,14,14,12,8,12,8,,"Perception, Stealth",,,,,Darkvision 60,GNoll,2-Jan,Rampage,Volo's Guide to Monsters
Gnoll Pack Lord,Medium,humanoid,chotic evil,15,49,30 ft.,16,14,13,8,11,9,,,,,,,Darkvision 60,Gnoll,2,Rampage,Monster Manual
Gnoll Witherling,Medium,undead,chotic evil,12,11,30 ft.,14,8,12,5,5,5,,,,,poison,"exhaustion, poisoned",Darkvision 60,Gnoll,4-Jan,Rampage,Volo's Guide to Monsters
"Gnoll, Flind",Medium,humanoid (gnoll),chotic evil,16,127,30 ft.,20,10,19,11,13,12,"Con, Wis","Intimation, Perception",,,,,Darkvision 60,"Gnoll, Abyssal",9,Aura of Blood Thirst,Volo's Guide to Monsters
"Gnome, Deep (Svirfneblin)",Small,humanoid,neutral good,15,16,20 ft.,15,14,14,12,10,9,,"Investigation, Perception, Stealth",,,,,Darkvision 120,"Gnomish, Terran, Undercommon",2-Jan,"Stone Camouflage, Gnome Cunning, Innate Spellcasting",Monster Manual
Goblin,small,humanoid,neutral evil,15,7,30 ft.,8,14,10,10,8,8,,Stealth,,,,,Darkvision 60,"Common, Goblin",4-Jan,Nimble Escape,Monster Manual
Goblin Boss,small,humanoid,neutral evil,17,21,30 ft.,10,14,10,10,8,10,,Stealth,,,,,Darkvision 60,"Common, Goblin",1,Nimble Escape,Monster Manual
"Golem, Clay",Large,construct,unaligned,14,133,20 ft.,20,9,18,3,8,1,,,,,"acid, poison, psychic, nonadamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",Darkvision 60,Creator,9,"Acid Absorption, Berserk, Immutable Form, Magic Resistance, Magic Weapons",Monster Manual
"Golem, Flesh",Medium,construct,neutral,9,93,30 ft.,19,9,18,6,10,5,,,,,"lightning, poison, nonadamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",Darkvision 60,Creator,5,"Berserk, Aversion of Fire, Immutable Form, Lightning Absorption, Magic Resistance, Magic Weapons",Monster Manual
"Golem, Iron",Large,construct,unaligned,20,210,30 ft.,24,9,20,3,11,1,,,,,"fire, poison, psychic, nonadamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",Darkvision 120,Creator,16,"Fire Absorption, Immutable Form, Magic Resistance, Magic Weapons",Monster Manual
"Golem, Stone",Large,construct,unaligned,17,178,30 ft.,22,9,20,3,11,1,,,,,"poison, psychic, nonadamantine","charmed, exhaustion, frightened, paralyzed, petrified",Darkvision 120,Creator,10,"Immutable Form, Magic Resistance, Magic Weapons",Monster Manual
Gorgon,Large,construct,unaligned,19,114,40 ft.,20,11,18,2,12,7,,Perception,,,,petrified,Darkvision 60,,5,Trampling Charge,Monster Manual
Gray Render,Large,monstrosity,chaotic neutral,19,189,30 ft.,19,13,20,3,6,8,"Str, Con",Perception,,,,,Darkvision 60,,12,,Mordenkainen's Tome of Foes
Grell,Medium,aberration,neutral evil,12,55,"10 ft., fly 30 ft.",15,14,13,12,11,9,,"Perception, Stealth",,,lightning,"blinded, prone",Blindsight 60,Own,3,,Monster Manual
Grick,Medium,monstrosity,neutral,14,27,"30 ft., climb 30 ft.",14,14,11,3,14,5,,,,nonmagical,,,Darkvision 60,,2,Stone Camouflage,Monster Manual
Grick Alpha,Medium,monstrosity,neutral,18,75,"30 ft., climb 30 ft.",18,16,15,4,14,9,,,,nonmagical,,,Darkvision 60,,7,Stone Camouflage,Monster Manual
Griffon,Large,monstrosity,unaligned,12,59,"30 ft., fly 80 ft.",18,15,16,2,13,8,,Perception,,,,,Darkvision 60,,2,Keen Sight,Monster Manual
Grimlock,Medium,humanoid,neutral evil,11,11,30 ft.,16,12,12,9,8,6,,"Athletics, Perception, Stealth",,,,blinded,Blindsight 30,Undercommon,4-Jan,"Blind Senses, Keen Hearing, Keen Smell, Stone Camouflage",Monster Manual
Grung,Small,humanoid (grung),lawful evil,12,11,"25 ft., climb 25 ft.",7,14,15,10,11,10,Dex,"Athletics, Perception, Stealth, Survival",,,poison,poisoned,,Own,4-Jan,"Amphibious, Poisonous Skin, Standing Leap",Volo's Guide to Monsters
Grung Elite Warrior,Small,humanoid (grung),lawful evil,13,49,"25 ft., climb 25 ft.",7,16,15,10,11,12,Dex,"Athletics, Perception, Stealth, Survival",,,poison,poisoned,,Own,2,"Amphibious, Poisonous Skin, Standing Leap",Volo's Guide to Monsters
Grung Wildling,Small,humanoid (grung),lawful evil,13,27,"25 ft., climb 25 ft.",7,16,15,10,15,11,Dex,"Athletics, Perception, Stealth, Survival",,,poison,poisoned,,Own,1,"Amphibious, Poisonous SKin, Normal Spellcasting, Standing Leap",Volo's Guide to Monsters
Guard Drake,Medium,dragon,unaligned,14,52,30 ft.,16,11,16,4,10,7,,Perception,,,,,Darkvision 60,"Draconic, Ignan",2,,Volo's Guide to Monsters
Guardian Portrait,Medium,construct,unaligned,5,22,ft.,1,1,10,14,10,10,,,,,"poison, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, prone, restrained",Darkvision 60,"Common, Any",1,"False, Innate Spellcasting",Curse of Strahd
"Hag, Annis",Large,fey,chotic evil,17,75,40 ft.,21,12,14,13,14,15,Con,"Deception, Perception",,"cold, nonmagical",,,Darkvision 60,"COmmon, Giant, Sylvan",6,Innate Spellcasting,Volo's Guide to Monsters
"Hag, Bheur",Medium,fey,chotic evil,17,91,30 ft.,13,16,14,12,13,16,Wis,"Nature, Perception, Stealth, Survival",,,cold,,Darkvision 60,"Auran, Common, Giant",7,"Graystaff Magic, Ice Walk, Innate Spellcasting",Volo's Guide to Monsters
"Hag, Green",Medium,fey,neutral evil,17,82,30 ft.,18,12,16,13,14,14,,"Arcana, Deception, Perception, Stealth",,,,,Darkvision 60,"Common, Draconic, Sylvan",3,"Amphibious, Innate Spellcasting, Mimicry",Monster Manual
"Hag, Night",Medium,fiend,neutral evil,17,112,30 ft.,18,15,16,16,14,16,,"Deception, Insight, Perception, Stealth",,"cold, fire, nonmagical, nonsilvered",,charmed,Darkvision 120,"Abyssal, Common, Infernal, Primordial",5,"Innate Spellcasting, Magic Resistance",Monster Manual
"Hag, Sea",Medium,fey,chotic evil,14,52,"30 ft., swim 40 ft.",16,13,16,12,12,13,,,,,,,Darkvision 60,"Aquan, Common, Giant",2,"Amphibious, Horrific Appearance",Monster Manual
Half-Dragon Template,TEMP,temp,ANY,TEMP,TEMP,TEMP ft.,TEMP,TEMP,TEMP,TEMP,TEMP,TEMP,Temp,TEMP,,,,,"TEMP, Blindsight 10, Darkvision 60","TEMP, Draconic",TEMP,TEMP,Monster Manual
Harpy,Medium,monstrosity,chotic evil,11,38,"20 ft., fly 40 ft.",12,13,12,7,10,13,,,,,,,,Common,1,,Monster Manual
Hell Hound,Medium,fiend,lawful evil,15,45,50 ft.,17,12,14,6,13,6,,Perception,,,fire,,Darkvision 60,Infernal,3,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual
Helmed Horror,Medium,construct,neutral,20,60,"30 ft., fly 30 ft.",18,13,16,10,10,10,,Perception,,nonadamantine,"force, necrotic, poison","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned, stunned",Blindsight 60,Creator,4,"Magic Resistance, Spell Immunity",Monster Manual
Hippogriff,Large,monstrosity,unaligned,11,19,"40 ft., fly 60 ft.",17,13,13,2,12,8,,Perception,,,,,,,1,Keen Sight,Monster Manual
Hobgoblin,Medium,humanoid,lawful evil,18,11,30 ft.,13,12,12,10,10,9,,,,,,,Darkvision 60,"Common, Goblin",2-Jan,Martial Advantage,Monster Manual
Hobgoblin Captain,Medium,humanoid,lawful evil,17,39,30 ft.,15,14,14,12,10,13,,,,,,,Darkvision 60,"Common, Goblin",3,Martial Advantage,Monster Manual
Hobgoblin Devastator,Medium,humanoid (goblinoid),lawful evil,13,45,30 ft.,13,12,14,16,13,11,,Arcana,,,,,Darkvision 60,"Common, Goblin",4,"Arcane Advantage, Army Arcana, Normal Spellcasting",Volo's Guide to Monsters
Hobgoblin Iron Shadow,Medium,humanoid (goblinoid),lawful evil,15,32,40 ft.,14,16,15,14,15,11,,"Acrobatics, Athletics, Stealth",,,,,Darkvision 60,"Common, Goblin",2,"Normal Spellcasting, Unarmored Defense",Volo's Guide to Monsters
Hobgoblin Warlord,Medium,humanoid,lawful evil,20,97,30 ft.,16,14,16,14,11,15,"Int, Wis, Cha",,,,,,Darkvision 60,"Common, Goblin",6,Martial Advantage,Monster Manual
Homunculus,Tiny,construct,neutral,13,5,"20 ft., fly 40 ft.",4,15,11,10,10,7,,,,,poison,"charmed, poisoned",Darkvision 60,Creator,0,Telepathic Bond,Monster Manual
Hook Horror,Large,monstrosity,neutral,15,75,"30 ft., climb 30 ft.",18,10,15,6,12,7,,Perception,,,,,"Blindsight 60, darkvision 10",,3,"Echolocation, Keen Hearing",Monster Manual
Howler,Large,fiend,chotic evil,16,90,40 ft.,17,16,15,5,20,6,,Perception,,"cold, fire, lightning, nonmagical",,frightened,Darkvision 60,Abyssal,8,Pack Tactics,Mordenkainen's Tome of Foes
Howling Hatred Initiate,Medium,humanoid (human),neutral evil,13,9,30 ft.,10,15,10,10,9,11,,"Deception, Religion, Stealth",,,,,,Common,8-Jan,"Guiding Wind, Hold Breath",Princes of the Apocalypse
Howling Hatred Priest,Medium,humanoid (human),neutral evil,15,45,30 ft.,12,16,10,14,10,14,,"Acrobatics, Intimidation, Religion",,,,,,"Auran, Common",2,"Hold Breath, Normal Spellcasting",Princes of the Apocalypse
"Howling Hatred, Feathergale Knight",Medium,humanoid (human),lawful evil,16,33,30 ft.,14,14,12,11,10,14,,"Animal Handling, History",,,,,,"Auran, Common",1,Normal Spellcasting,Princes of the Apocalypse
"Howling Hatred, Hurricane",Medium,humanoid (human),lawful evil,14,33,45 ft.,12,16,13,10,12,10,,Acrobatics,,,,,,"Auran, Common",2,"Normal Spellcasting, Unarmored Defense, Unarmored Movement",Princes of the Apocalypse
"Howling Hatred, Skyweaver",Medium,humanoid (human),chotic evil,12,44,30 ft.,8,14,12,11,10,16,,"Deception, Persuasion",,,,,,"Auran, Common",3,Normal Spellcasting,Princes of the Apocalypse
Hulking Crab,Huge,beast,unaligned,17,76,"20 ft., swim 30 ft.",19,8,16,3,11,3,,Stealth,,,,,Blindsight 30,,5,"Amphibious, Shell Camouflage",Storm King's Thunder
Hydra,Huge,monstrosity,unaligned,15,172,"30 ft., swim 30 ft.",20,12,20,2,10,7,,Perception,,,,,Darkvision 60,,8,"Hold Breath, Multiple Heads, Reactive Heads, Wakeful",Monster Manual
Ice Toad,Medium,monstrosity,neutral,12,32,"30 ft., swim 30 ft.",13,10,14,8,10,6,,Perception,,,cold,,Darkvision 60,Own,1,"Amphibious, Cold Aura, Standing Leap",Rise of Tiamat
"Inevitable, Marut",Large,construct,lawful neutral,22,432,"40 ft., fly 30 ft.",28,12,26,19,15,18,"Int, Wis, Cha","Insight, Intimidation, Perception",,"thunder, nonmagical",poison,"charmed, frightened, paralyzed, poisoned, unconscious",Darkvision 60,All,25,"Immutable Form, Innate Spellcasting, Legendary Resistance, Magic Resistance",Mordenkainen's Tome of Foes
Intellect Devourer,Tiny,aberration,lawful evil,12,21,40 ft.,6,14,13,12,11,10,,"Perception, Stealth",,nonmagical,,blinded,Blindsight 60,"Deep Speech, telepathy 60",2,Detect Sentience,Monster Manual
Invisible Stalker,Medium,elemental,neutral,14,104,"50 ft., fly 50 ft.",16,19,14,10,15,11,,"Perception, Stealth",,nonmagical,poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained",Darkvision 60,"Auran, Common",6,"Invisibility, Faultless Tracker",Monster Manual
Ixitxachitl,Small,aberration,chotic evil,15,18,swim 30 ft.,12,16,13,12,13,7,,,,,,,Darkvision 60,"Abyssal, Own",4-Jan,,Out of the Abyss
"Ixitxachitl, Vampiric",Medium,aberration,chotic evil,16,44,swim 30 ft.,14,18,13,12,13,7,,,,,,,Darkvision 60,"Abyssal, Own",2,Regeneration,Out of the Abyss
Jackalwere,Medium,humanoid,chotic evil,12,18,40 ft.,11,15,11,13,11,10,,"Deception, Perception, Stealth",,,"nonmagical, nonsilvered",,,Common,2-Jan,"Shapechanger, Keen Hearing, Keen Smell, Pack Tactics",Monster Manual
Jaculi,Large,beast,unaligned,14,16,"30 ft., climb 20 ft.",15,14,11,2,8,3,,"Athletics, Perception, Stealth",,,,,Blindsight 30,,2-Jan,"Camouflage, Keen Smell",Tomb of Annihilation
Kalka-Kylla,Large,monstrosity,neutral,15,85,"30 ft., swim 30 ft.",17,12,16,15,16,12,,"Deception, Insight, Stealth",,,,,Blindsight 30,Olman,3,"Amphibious, False Appearance, Shell",Tales from the Yawning Portal
Kamadan,Large,monstrosity,unaligned,13,67,30 ft.,16,16,14,3,14,10,,"Perception, Stealth",,,,,,,4,"Keen Smell, Pounce",Tomb of Annihilation
Kelpie,Medium,plant,neutral evil,14,67,"10 ft., swim 30 ft.",14,14,16,7,12,10,,"Perception, Stealth",,"bludgeoning, fire, piercing",,"blinded, deafened, exhaustion",Blindsight 60,"Common, Sylvan",4,"Amphibious, Seaweed Shape, False Appearance",Tales from the Yawning Portal
Kenku,Medium,humanoid,chaotic neutral,13,13,30 ft.,10,16,10,11,10,10,,"Deception, Perception, Stealth",,,,,,"Auran, Common",4-Jan,"Ambusher, Mimicry",Monster Manual
Ki-Rin,Huge,celestial,lawful good,20,152,"60 ft., fly 120 ft.",21,16,16,19,20,20,,"Perception, Insight, Religion",,,poison,poisoned,"Blindsight 30, darkvision 120","All, telepathy 120",12,"Innate Spellcasting, Legendary Resistance, lair, Magic Resistance, Magic Weapons, Normal Spellcasting",Volo's Guide to Monsters
Kobold,Small,humanoid,lawful evil,12,5,30 ft.,7,15,9,8,7,8,,,,,,,Darkvision 60,"Common, Draconic",8-Jan,"Sunlight Sensitivity, Pack Tactics",Monster Manual
Kobold Dragonshield,Small,humanoid (kobold),lawful evil,15,44,20 ft.,12,15,14,8,9,10,,Perception,,"acid, cold, fire, lightning, poison",,,Darkvision 60,"Common, Draconic",1,"Dragon's Resistance, Heart of the Dragon, Pack Tactics, Sunlight Sensitivity",Volo's Guide to Monsters
Kobold Inventor,Small,humanoid (kobold),lawful evil,12,13,30 ft.,7,15,12,8,7,8,,Perception,,,,,Darkvision 60,"Common, Draconic",4-Jan,"Pack Tactics, Sunlight Sensitivity",Volo's Guide to Monsters
Kobold Scale Sorcerer,Small,humanoid (kobold),lawful evil,15,27,30 ft.,7,15,14,10,9,14,,"Arcana, Medicine",,,,,Darkvision 60,"COmmon, Draconic",1,"Normal Spellcasting, Sorcery Points, Pack Tactics, Sunlight Sensitivity",Volo's Guide to Monsters
"Kobold, Winged",Small,humanoid,lawful evil,13,7,"30 ft., fly 30 ft.",7,16,9,8,7,8,,,,,,,Darkvision 60,"Common, Draconic",4-Jan,"Sunlight Sensitivity, Pack Tactics",Monster Manual
Korred,Small,fey,chaotic neutral,17,102,"30 ft., burrow 30 ft.",23,14,20,10,15,9,,"Athletics, Perception, Stealth",,nonmagical,,,"Darkvision 120, tremorsense 120","Dwarvish, Gnomish, Sylvan, Terran, Undercommon",7,"Command Hair, Innate Spellcasting, Stone Camouflage, Stone's Strength",Volo's Guide to Monsters
Kraken,Gargantuan,monstrosity,chotic evil,18,472,"20 ft., swim 60 ft.",30,11,25,22,18,20,"Str, Dex, Con, Int, Wis",,,,"lightning, nonmagical","frightened, paralyzed",Truesight 120,"Abyssal, Celestial, Infernal, Primordial, telepathy 120",23,"Amphibious, Freedom of Movement, Siege Monster, Lair, Legendary",Monster Manual
"Kraken, Malformed",Huge,monstrosity,chotic evil,17,172,"20 ft., swim 40 ft.",25,11,20,11,15,15,"Str, Con, Int, Wis, Cha",,,nonmagical,lightning,"frightened, paralyzed",Truesight 60,"Common, telepathy 60",10,"Amphibious, Siege Monster",Tales from the Yawning Portal
Kruthik Hive Lord,Large,monstrosity,unaligned,20,102,"40 ft., burrow 20 ft., climb 40 ft.",19,16,17,10,14,10,,,,,,,"Darkvision 60, tremorsense 60",Own,5,"Keen Smell, Pack Tactics, Tunneler",Mordenkainen's Tome of Foes
"Kruthik, Adult",Medium,monstrosity,unaligned,18,39,"40 ft., burrow 20 ft., climb 40 ft.",15,16,15,7,12,8,,,,,,,"Darkvision 60, tremorsense 60",Own,2,"Keen Smell, Pack Tactics, Tunneler",Mordenkainen's Tome of Foes
"Kruthik, Young",Small,monstrosity,unaligned,16,9,"30 ft., burrow 10 ft., climb 30 ft.",13,16,13,4,10,6,,,,,,,"Darkvision 30, tremorsense 60",Own,8-Jan,"Keen Smell, Pack Tactics, Tunneler",Mordenkainen's Tome of Foes
Kuo-Toa,Medium,humanoid,neutral evil,13,13,"30 ft., swim 30 ft.",13,10,11,11,10,8,,Perception,,,,,Darkvision 120,Undercommon,4-Jan,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity",Monster Manual
Kuo-Toa Archpriest,Medium,humanoid,neutral evil,13,97,"30 ft., swim 30 ft.",16,14,16,13,16,14,,"Perception, Religion",,,,,Darkvision 120,Undercommon,6,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity, Normal Spellcasting",Monster Manual
Kuo-Toa Whip,Medium,humanoid,neutral evil,11,65,"30 ft., swim 30 ft.",14,10,14,12,14,11,,"Perception, Religion",,,,,Darkvision 120,Undercommon,1,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity, Normal Spellcasting",Monster Manual
Lamia,Large,monstrosity,chotic evil,13,97,30 ft.,16,13,15,14,15,16,,"Deception, Insight, Stealth",,,,,Darkvision 60,"Abyssal, Common",4,Innate Spellcasting,Monster Manual
Leucrotta,Large,monstrosity,chotic evil,14,67,50 ft.,18,14,15,9,12,6,,"Deception, Perception",,,,,Darkvision 60,"Abyssal, Gnoll",3,"Keen Smell, Kicking Retreat, Mimicry, Rampage",Volo's Guide to Monsters
Lich,Medium,undead,ANY EVIL,17,135,30 ft.,11,16,16,20,14,16,"Con, Int, Wis","Arcana, History, Insight, Perception",,"cold, lightning, necrotic","poison, nonmagical","charmed, exhaustion, frightened, paralyzed, poisoned",Truesight 120,"Common, Any",21,"Legendary, Rejuvenation, Normal Spellcasting, Turn Resistance, Lair",Monster Manual
Lizard King/Queen,Medium,humanoid,chotic evil,15,78,"30 ft., swim 30 ft.",17,12,15,11,11,15,"Con, Wis","Perception, Stealth, Survival",,,,frightened,Darkvision 60,"Abyssal, Draconic",4,"Hold Breath, Skewer",Monster Manual
Lizardfolk,Medium,humanoid,neutral,15,22,"30 ft., swim 30 ft.",15,10,13,7,12,7,,"Perception, Stealth, Survival",,,,,,Draconic,2-Jan,Hold Breath,Monster Manual
Lizardfolk Shaman,Medium,humanoid,neutral,13,27,"30 ft., swim 30 ft.",15,10,13,10,15,8,,"Perception, Stealth, Survival",,,,,,Draconic,2,"Hold Breath, Normal Spellcasting",Monster Manual
"Lycanthrope, Werebear",Medium,humanoid,neutral good,11,135,"40 ft., climb 30 ft.",19,10,17,11,12,12,,Perception,,,"nonmagical, nonsilvered",,,Common,5,"Shapechanger, Keen Smell",Monster Manual
"Lycanthrope, Wereboar",Medium,humanoid,neutral evil,11,78,40 ft.,17,10,15,10,11,8,,Perception,,,"nonmagical, nonsilvered",,,Common,4,"Shapechanger, Charge, Relentless",Monster Manual
"Lycanthrope, Wererat",Medium,humanoid,lawful evil,12,33,30 ft.,10,15,12,11,10,8,,"Perception, Stealth",,,"nonmagical, nonsilvered",,Darkvision 60,Common,2,"Shapechanger, Keen Smell",Monster Manual
"Lycanthrope, Wereraven",Medium,"humanoid (human, shapechanger)",lawful good,12,31,30 ft.,10,15,11,13,15,14,,"Insight, Perception",,,"nonmagical, nonsilvered",,,Common,2,"Shapechanger, Mimicry",Curse of Strahd
"Lycanthrope, Weretiger",Medium,humanoid,neutral,12,120,40 ft.,17,15,16,10,13,11,,"Perception, Stealth",,,"nonmagical, nonsilvered",,Darkvision 60,Common,4,"Shapechanger, Keen Hearing, Keen Smell, Pounce",Monster Manual
"Lycanthrope, Werewolf",Medium,humanoid,chotic evil,12,58,40 ft.,15,13,14,10,11,10,,"Perception, Stealth",,,"nonmagical, nonsilvered",,,Common,3,"Shapechanger, Keen Hearing, Keen Smell",Monster Manual
Magmin,Small,elemental,chaotic neutral,14,9,30 ft.,7,15,12,8,11,10,,,,nonmagical,fire,,Darkvision 60,Ignan,2-Jan,"Death Burst, Ignited Illumination",Monster Manual
Manticore,Large,monstrosity,lawful evil,14,68,"30 ft., fly 50 ft.",17,16,17,7,12,8,,,,,,,Darkvision 60,Common,3,Tail Spike Regrowth,Monster Manual
Mantrap,Large,plant,unaligned,12,45,5 ft.,15,14,12,1,10,2,,,,,,"blinded, deafened, exhaustion, prone",Tremorsense 30,,1,"Attractive Pollen, False Appearance",Tomb of Annihilation
Meazel,Medium,humanoid (meazel),neutral evil,13,35,30 ft.,8,17,9,14,13,10,,"Perception, Stealth",,,,,Darkvision 120,Common,1,Shadow Stealth,Mordenkainen's Tome of Foes
